PC1,PC2,PC3,PC4,PC5,PC6,Price
-2.2657402117726435,0.06972892236981422,-0.8450270271361534,-0.8094371135479349,0.3530438130892228,2.0721879256364253,-1.3579018113503103
0.36935040781307044,1.706053508367186,-1.3934959258062922,-0.13409227081286837,-1.2648366438024319,-0.37024864520236994,0.05825812526827965
2.711423764996814,-0.6888796102875937,-1.30142856819483,-1.0147625265414386,-0.8958827378210932,-1.0673745478828094,0.17586315881127013
-1.0149101471942679,0.2893099045986251,-2.007760115612816,1.513283957108725,-0.02873104687826707,-0.8960236385101291,-1.2318412475888045
-0.06509299501467214,0.2917977018159297,0.06530827593856665,1.3945846144289908,0.11199509811192719,-0.32425998030809305,0.2964576809653063
2.094622503019339,-2.5955784543952527,1.180522467605213,0.23923731411359922,0.9837637836890358,1.236743178859805,2.461600003712337
1.6168945342185597,0.9977981622228621,-0.17166458983592064,0.37690347299532406,-0.2710080049407078,-0.7640619862893971,-0.19955433948223444
-0.8145022136558577,1.6128932387970103,0.5310831731123128,-0.025759614836542887,0.8205614511121039,0.2577685062400281,-0.7882052830797309
-2.3312874262130534,-1.1328930096915206,-1.7650953174166153,-0.48363776227267397,0.43416989330545214,0.2066182426853595,-0.7703294444786503
-2.856582739053484,-0.0033309088212473033,1.7565378062420196,-0.4656805156697971,-0.042033965524174446,0.6753323003510942,-0.8427680191087555
-3.02483963717011,0.9455065245489631,-0.06799146557794655,-0.17777376464271732,0.5799816945163756,0.9669576129622008,-1.301876593020907
1.6785797463389684,1.8529422634551653,-0.847649264201551,0.23419314564490953,-0.22947420339345773,-0.680585158273057,-0.7214843717876516
-3.084477381449771,-1.9986039930650685,1.5309738418621577,-2.1481249525176036,0.17917120971788736,-0.2741540299494796,-0.45162923248952946
-1.2936315660831603,0.4812450620883125,0.6159868421763838,-0.5034082040236983,-0.26720883667389816,-1.0568305852670201,-0.5664058933244276
-1.330170594404466,0.6340514698719039,-0.6756103764449037,-1.775093166398272,1.6426874681022794,-1.0842055174022645,-0.36654009069781335
-0.8211255685467984,0.5466488593863774,-0.40543147323779205,0.08587885763207062,-0.4412501857484935,-0.5616628212029323,-1.0094040263610848
-1.1712356840923956,0.39397763168369637,0.4346391570637813,-0.2187256195508698,-1.258427714669989,1.4457458903706475,-0.9806891649350465
1.0154470334396586,0.39987721928545,-1.8774601863891636,0.07787020628070783,-0.9694404737500714,0.5141898726562734,0.7612202026615897
-1.3493526597996295,0.7712803365202204,-0.6354879124528597,0.5449986433078492,0.41002260869932894,-0.6906585493086908,-1.031583703220934
-0.7938899647663229,-0.5588361712137617,-1.5839563040758406,-0.6562138239139158,0.5337476403362235,-0.9318212619256265,-0.6429589722520354
-1.17285733119314,1.5598614602007461,0.6171227449180267,-0.5508441171620482,0.541558409655688,0.3816863141628068,-1.3468079576091594
-0.5590972738561728,0.08946527629054679,1.4662938732952029,0.6064000587197523,-1.052063788484755,2.0117434213414946,-0.601408495720709
1.6238987291806,-0.19383103210984204,-1.6057025537872935,0.40063021844333124,-0.48034870999159895,-0.6548724788059136,0.5178355159844149
1.603414881172985,-0.2610996624998821,-1.1044310786079172,-0.587699684473831,0.492974129685648,2.696134273388702,0.7798413961036263
0.15971741988647076,-1.50072988622085,-0.9262179262014816,0.24983208893075495,-0.07689028676498422,-0.14960898879323886,0.1903782242033545
0.8404840470261699,-1.4871686761277023,0.3928226588987809,-1.124082313101811,-1.7938435293341806,-1.2533292050066138,0.8209420179292954
-0.7465022508876805,2.054948178949125,0.42416752722714596,-0.45197082504544867,1.3170287005155297,-1.2776117929665203,-1.0254523978970231
0.013033685413619076,0.2018083366269694,-0.9797607969307308,-0.18945412794746935,0.6791881235383521,-0.14249451742173594,0.03446202642099878
2.5492107276653018,-0.7597265928426159,1.9066451909840079,-0.2220266873709206,0.7266656058158695,-0.959016541019752,1.329281342184801
-0.4289383257593813,-1.4524823801161109,-0.6685247508852873,0.45937157825057384,-1.3366733621273792,-0.23955362587144044,0.5548911008274944
0.017701786781421775,-0.9975956953974501,1.712514597315462,-0.3716039505070094,-0.5946095670249044,0.9720672391287936,0.8193036517449102
4.056293580568383,0.8352812510225365,1.1790883226398001,0.650703320830758,-0.7177153138651469,0.6169501934701029,3.080095954857305
-1.5189974971010611,0.43679946427239985,-0.3002958318318241,-1.0321042071330908,-1.4890536537781265,-0.5889580963971948,-0.3349942960078051
-0.18478874188701783,0.050563360379728084,-1.3333592019812877,-0.6743022348140425,0.9280064708156757,-0.5406545875480092,-0.677393845801686
-0.48725111879255656,1.4965542533816512,-0.06052993424331473,-0.26829354344427975,-0.21635274970308185,0.2587057762300308,0.07770255440661675
-1.1101231233771813,-1.2875465152149639,-1.5471940526967527,-1.7796262695507163,0.3294607212041905,0.3680838470179235,-0.9305586512388885
0.268606706103659,-1.599463662656399,-0.40227328645418364,-0.5973670731755312,0.4572013674374096,0.08830227159957567,-0.21792170625209895
-0.7451926339727529,1.498374769021384,-0.23474183563027848,0.7453190746873931,-0.7230492535320086,-0.5139554575432315,-1.2294790671981646
3.0884070425850005,0.9303289333126792,0.9763481667449101,0.3760600466329354,-1.7274587886973123,-0.592533424518927,2.310152001908613
-0.36308764687474354,0.004303956831843692,-1.927056638181608,-0.02310682079672479,-0.6946866869767079,-0.6590058887322103,-1.2372937964985782
0.29553262819193593,-0.271194194729539,-0.3016649358967076,0.6985280444235422,0.9205892077945828,0.14206397122575637,-0.18239475262380694
0.29630961710019466,-2.3341345668402202,0.6254297057284395,-1.2011153025274361,-0.727392246193148,1.637969094548198,0.689482290017805
0.4215282506364864,-0.4156299126856884,1.7162973049791321,0.41907617065598285,0.6179494703174885,2.768733097490615,1.22009902512032
1.1173590602698118,0.005686869868979965,-0.41151766686534347,0.500636769972459,-0.43553039157672346,0.2257564897481448,0.613698396748341
-0.2600050945695012,-0.6290633540151135,-1.5961354276809332,-1.5976066829805455,-0.41514587850435475,-0.5487542433480019,-0.6742844212860782
-2.206324295589952,-1.3905473304432328,-0.6626493295271781,0.2504880106559916,1.2796938320965867,1.0808973275368807,-0.5666082425013184
-0.34959251934364977,-1.5161308662868755,-0.011371120206580898,-0.9437661962524577,0.7494627306702928,-1.3165531496079157,-0.22819879327999176
1.1268404868681823,1.243123329905709,1.0662387064897692,0.5028901407170986,-1.080655664681506,0.13651552135367157,-0.39273227049685705
0.947662210009005,0.9040506215203268,0.2230267751603785,0.34952754198144503,-0.6289428346244046,-0.15187594264245746,0.30517770295414276
-0.4721179765910815,-0.3424688990624926,0.7355257568403721,1.235060542516142,-0.6523812184540658,0.06642684701495213,0.3056109689870001
1.023829269011643,0.08679388668421317,-1.939447882442218,-0.5106302813585557,-0.16534425894613314,0.026478941624573475,-0.41955160668100355
-1.5055425986059006,-0.17426525213611774,-0.08739479277864981,-1.8450959682098838,0.2795610561263744,-1.2290200672328306,-0.7736199525714488
-1.2248136664467963,0.5850496279590356,0.7202575293369483,0.9148872034155495,0.11616685455234835,-1.8212609987228994,-0.19754680307308814
2.427534368028096,1.2196196246256026,0.5670397519191379,-1.149908186271643,-1.089315454921675,-0.8391730530555498,1.4247298104652737
-2.388914408968668,1.8952736472663156,0.1700013278051977,-0.0011240098773858322,-2.096536748977382,-0.2706892435675997,-1.354093488268919
